Team,ForAgainst,Date,Venue,Result,GF,GA,Sh_Standard,SoT_percent_Standard,Dist_Standard,G_minus_xG_Expected,Opponent,xGF,xGA,opp_elo_pre,elo_pre,coach,within_season_change
RB Leipzig,For,2018-09-23 00:00:00,Away,D,1,1,8,12.5,15.6,-1.3,Eintracht Frankfurt,2.3,1.9,1489.986593,1519.316223,Ralf Rangnick,FALSE
RB Leipzig,For,2018-09-26 00:00:00,Home,W,2,0,18,44.4,15.8,-0.7,Stuttgart,2.7,0.7,1516.780191,1518.474048,Ralf Rangnick,FALSE
RB Leipzig,For,2018-09-29 00:00:00,Away,W,2,1,18,38.9,15.4,0.5,Hoffenheim,1.5,1.8,1539.102803,1528.425295,Ralf Rangnick,FALSE
RB Leipzig,For,2018-10-20 00:00:00,Away,D,0,0,18,16.7,18.4,-1.1,Augsburg,1.1,0.3,1471.213953,1547.626495,Ralf Rangnick,FALSE
RB Leipzig,For,2018-10-28 00:00:00,Home,D,0,0,15,13.3,18,-0.8,Schalke 04,0.8,0.5,1526.443966,1545.461953,Ralf Rangnick,FALSE
RB Leipzig,For,2018-11-03 00:00:00,Away,W,3,0,23,47.8,16.5,-1,Hertha BSC,4,1.6,1519.257497,1544.915118,Ralf Rangnick,FALSE
RB Leipzig,For,2018-11-11 00:00:00,Home,W,3,0,14,42.9,13.8,0.5,Bayer Leverkusen,2.5,0.6,1515.176599,1554.177972,Ralf Rangnick,FALSE
Dortmund,For,2018-03-03 00:00:00,Away,D,1,1,4,50,10.5,-0.7,RB Leipzig,1.7,1.1,1514.385464,1541.257963,Peter Stöger,FALSE
Dortmund,For,2018-03-11 00:00:00,Home,W,3,2,13,30.8,17.9,0.9,Eintracht Frankfurt,1.1,1.1,1540.450112,1540.486049,Peter Stöger,FALSE
Dortmund,For,2018-04-08 00:00:00,Home,W,3,0,15,46.7,14,1.6,Stuttgart,1.4,0.4,1501.685823,1550.152032,Peter Stöger,FALSE
Dortmund,For,2018-04-15 00:00:00,Away,L,0,2,12,41.7,16,-1,Schalke 04,1,1,1554.130651,1558.76604,Peter Stöger,FALSE
Dortmund,For,2018-04-21 00:00:00,Home,W,4,0,16,43.8,15.7,0.5,Bayer Leverkusen,3.5,0.5,1551.81794,1548.632631,Peter Stöger,FALSE
Dortmund,For,2018-04-29 00:00:00,Away,D,1,1,17,35.3,16.1,-1.2,Werder Bremen,2.2,1.4,1490.827866,1558.724309,Peter Stöger,FALSE
Dortmund,For,2018-05-05 00:00:00,Home,L,1,2,12,33.3,15.5,0.3,Mainz 05,0.7,0.9,1454.614826,1556.794595,Peter Stöger,FALSE
Dortmund,For,2018-05-12 00:00:00,Away,L,1,3,10,40,19.8,-0.6,Hoffenheim,1.6,1.6,1531.748287,1543.935582,Peter Stöger,FALSE
Dortmund,For,2018-08-26 00:00:00,Home,W,4,1,10,50,14,1.6,RB Leipzig,1.4,1.6,1520.9786,1533.584947,Lucien Favre,FALSE
Dortmund,For,2018-08-31 00:00:00,Away,D,0,0,9,33.3,20.7,-0.8,Hannover 96,0.8,0.5,1459.816577,1543.222266,Lucien Favre,FALSE
Dortmund,For,2018-09-14 00:00:00,Home,W,3,1,10,60,11.4,1.4,Eintracht Frankfurt,1.6,0.3,1498.781163,1540.866734,Lucien Favre,FALSE
Dortmund,For,2018-09-22 00:00:00,Away,D,1,1,8,25,17.4,-0.3,Hoffenheim,1.3,2,1531.018629,1549.661304,Lucien Favre,FALSE
Dortmund,For,2018-09-29 00:00:00,Away,W,4,2,16,62.5,18.5,1.3,Bayer Leverkusen,2.7,0.9,1527.236967,1557.682376,Lucien Favre,FALSE
Dortmund,For,2018-10-06 00:00:00,Home,W,4,3,20,35,17.5,1.9,Augsburg,2.1,2.5,1478.731853,1566.808323,Lucien Favre,FALSE
Dortmund,For,2018-10-27 00:00:00,Home,D,2,2,19,21.1,15.9,-1.6,Hertha BSC,3.6,2.4,1517.409649,1582.356547,Lucien Favre,FALSE
Dortmund,For,2018-11-03 00:00:00,Away,W,1,0,12,8.3,15.7,-0.2,Wolfsburg,1.2,0.5,1458.006726,1580.508698,Lucien Favre,FALSE
Dortmund,For,2018-11-10 00:00:00,Home,W,3,2,10,30,17.3,0.3,Bayern Munich,2.7,1.9,1644.318091,1587.122002,Lucien Favre,FALSE
Stuttgart,For,2018-04-28 00:00:00,Away,W,1,0,4,25,21.2,0.5,Bayer Leverkusen,0.5,2.6,1541.726262,1502.5995,Tayfun Korkut,FALSE
Stuttgart,For,2018-05-05 00:00:00,Home,W,2,0,6,50,16.7,0.4,Hoffenheim,1.6,2.5,1542.576925,1513.720922,Tayfun Korkut,FALSE
Stuttgart,For,2018-08-26 00:00:00,Away,L,0,1,12,25,16,-0.9,Mainz 05,0.9,1.2,1458.23134,1538.260961,Tayfun Korkut,FALSE
Stuttgart,For,2018-09-01 00:00:00,Home,L,0,3,4,0,21.5,-0.2,Bayern Munich,0.2,1.4,1653.338323,1525.997416,Tayfun Korkut,FALSE
Stuttgart,For,2018-09-16 00:00:00,Away,D,3,3,12,50,15.6,1.4,Freiburg,1.6,1.2,1439.290023,1519.506826,Tayfun Korkut,FALSE
Stuttgart,For,2018-09-21 00:00:00,Home,D,0,0,10,10,17.7,-1.4,Dusseldorf,1.4,1.1,1501.315202,1517.23817,Tayfun Korkut,FALSE
Stuttgart,For,2018-09-26 00:00:00,Away,L,0,2,9,0,18.5,-0.7,RB Leipzig,0.7,2.7,1518.474048,1516.780191,Tayfun Korkut,FALSE
Stuttgart,For,2018-09-29 00:00:00,Home,W,2,1,18,27.8,17.6,-0.5,Werder Bremen,2.5,1,1530.127757,1506.828944,Tayfun Korkut,FALSE
Stuttgart,For,2018-10-06 00:00:00,Away,L,1,3,11,45.5,19.7,0.2,Hannover 96,0.8,1.7,1428.313749,1517.498534,Tayfun Korkut,FALSE
Stuttgart,For,2018-10-20 00:00:00,Home,L,0,4,14,35.7,15.8,-1,Dortmund,1,0.9,1574.326222,1504.986522,Markus Weinzierl,TRUE
Stuttgart,For,2018-10-27 00:00:00,Away,L,0,4,6,0,26.2,-0.3,Hoffenheim,0.3,2.8,1526.924478,1496.956198,Markus Weinzierl,FALSE
Stuttgart,For,2018-11-02 00:00:00,Home,L,0,3,10,0,19.9,-1,Eintracht Frankfurt,1,2.7,1509.511082,1487.816621,Markus Weinzierl,FALSE
Stuttgart,For,2018-11-10 00:00:00,Away,W,2,0,15,26.7,18.6,0.5,Nurnberg,1.5,0.6,1482.816508,1478.440228,Markus Weinzierl,FALSE
Stuttgart,For,2018-11-23 00:00:00,Away,L,0,2,10,20,20.2,-0.5,Bayer Leverkusen,0.5,2.3,1506.294457,1488.566181,Markus Weinzierl,FALSE
Stuttgart,For,2018-12-01 00:00:00,Home,W,1,0,14,21.4,21.6,0.1,Augsburg,0.9,1.7,1465.885007,1479.075999,Markus Weinzierl,FALSE
Stuttgart,For,2018-12-09 00:00:00,Away,L,0,3,7,28.6,12.1,-0.8,Monchengladbach,0.8,2.3,1538.613883,1488.696514,Markus Weinzierl,FALSE
Stuttgart,For,2018-12-15 00:00:00,Home,W,2,1,9,44.4,19.3,0.5,Hertha BSC,1.5,1.4,1518.286845,1480.123447,Markus Weinzierl,FALSE
Stuttgart,For,2018-12-18 00:00:00,Away,L,0,2,11,9.1,19.9,-0.5,Wolfsburg,0.5,1.6,1478.582545,1491.217481,Markus Weinzierl,FALSE
Stuttgart,For,2018-12-22 00:00:00,Home,L,1,3,17,29.4,21.9,-0.2,Schalke 04,1.2,2.3,1512.759443,1480.853979,Markus Weinzierl,FALSE
Stuttgart,For,2019-01-19 00:00:00,Home,L,2,3,28,28.6,14.8,-0.8,Mainz 05,2.8,1,1471.589059,1471.769719,Markus Weinzierl,FALSE
Bayer Leverkusen,For,2018-10-20 00:00:00,Home,D,2,2,19,31.6,16.6,-0.3,Hannover 96,2.3,0.9,1440.825761,1516.306832,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-10-28 00:00:00,Away,W,6,2,18,66.7,14.5,2,Werder Bremen,4,1.6,1538.046501,1514.167859,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-11-03 00:00:00,Home,L,1,4,20,45,16.9,-1.4,Hoffenheim,2.4,1.8,1536.064055,1524.854061,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-11-11 00:00:00,Away,L,0,3,6,33.3,20,-0.6,RB Leipzig,0.6,2.5,1554.177972,1515.176599,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-11-23 00:00:00,Home,W,2,0,17,23.5,15.9,-0.3,Stuttgart,2.3,0.5,1488.566181,1506.294457,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-12-03 00:00:00,Away,D,1,1,20,30,19.9,-0.2,Nurnberg,1.2,0.8,1464.154652,1515.784639,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-12-08 00:00:00,Home,W,1,0,21,33.3,18.3,-0.6,Augsburg,1.6,0.8,1456.264492,1514.309451,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-12-16 00:00:00,Away,L,1,2,11,45.5,17.1,0.2,Eintracht Frankfurt,0.8,3.1,1514.892162,1522.654155,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-12-19 00:00:00,Away,W,2,1,8,62.5,18.3,1.6,Schalke 04,0.4,1.7,1523.065438,1512.430784,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2018-12-22 00:00:00,Home,W,3,1,15,40,18,1.4,Hertha BSC,1.6,1.3,1505.56445,1522.736778,Heiko Herrlich,FALSE
Bayer Leverkusen,For,2019-01-19 00:00:00,Home,L,0,1,22,45.5,17.2,-1.4,Monchengladbach,1.4,0.5,1546.15934,1532.242921,Peter Bosz,TRUE
Bayer Leverkusen,For,2019-01-26 00:00:00,Away,W,3,0,22,59.1,18.3,0.2,Wolfsburg,2.8,1.2,1488.567852,1522.643254,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-02-02 00:00:00,Home,W,3,1,10,40,21.4,1.9,Bayern Munich,1.1,1.9,1670.100402,1531.665617,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-02-08 00:00:00,Away,W,5,1,18,38.9,15.4,1.9,Mainz 05,3.1,1.6,1478.202214,1545.451814,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-02-17 00:00:00,Home,W,2,0,13,53.8,18,0.2,Dusseldorf,1.8,0.2,1489.730694,1553.540031,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-02-24 00:00:00,Away,L,2,3,13,30.8,20.1,1.2,Dortmund,0.8,1,1621.485147,1561.723825,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-03-02 00:00:00,Home,W,2,0,18,27.8,16.4,-0.2,Freiburg,2.2,0.4,1465.660377,1553.427129,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-03-10 00:00:00,Away,W,3,2,17,29.4,20.5,0.5,Hannover 96,2.5,1.2,1383.635989,1560.953395,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-03-17 00:00:00,Home,L,1,3,15,13.3,15.1,-0.1,Werder Bremen,1.1,1.3,1514.754276,1566.251135,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-03-29 00:00:00,Away,L,1,4,18,27.8,16.6,-0.9,Hoffenheim,1.9,1.5,1546.320874,1554.779696,Peter Bosz,FALSE
Bayer Leverkusen,For,2019-04-06 00:00:00,Home,L,2,4,9,33.3,17.6,-0.2,RB Leipzig,2.2,1.6,1584.33039,1544.536279,Peter Bosz,FALSE
Hannover 96,For,2018-11-03 00:00:00,Away,L,1,3,19,31.6,21,-0.3,Schalke 04,1.3,2.9,1526.990802,1433.837883,André Breitenreiter,FALSE
Hannover 96,For,2018-11-09 00:00:00,Home,W,2,1,9,33.3,20.9,-0.3,Wolfsburg,2.3,2.6,1451.393422,1426.456589,André Breitenreiter,FALSE
Hannover 96,For,2018-11-25 00:00:00,Away,L,1,4,6,50,21,0.4,Monchengladbach,0.6,1.5,1541.498002,1437.173099,André Breitenreiter,FALSE
Hannover 96,For,2018-12-01 00:00:00,Home,L,0,2,11,18.2,18.5,-1,Hertha BSC,1,2.2,1499.758992,1430.088707,André Breitenreiter,FALSE
Hannover 96,For,2018-12-09 00:00:00,Away,D,1,1,11,27.3,15.4,-1.3,Mainz 05,2.3,3.3,1477.28649,1422.067526,André Breitenreiter,FALSE
Hannover 96,For,2018-12-15 00:00:00,Home,L,0,4,3,0,13.5,-0.4,Bayern Munich,0.4,3.6,1640.108886,1423.643608,André Breitenreiter,FALSE
Hannover 96,For,2018-12-19 00:00:00,Away,D,1,1,18,16.7,17.6,-1.1,Freiburg,2.1,1.6,1461.857655,1419.175999,André Breitenreiter,FALSE
Hannover 96,For,2018-12-22 00:00:00,Home,L,0,1,18,16.7,19.9,-0.8,Dusseldorf,0.8,1.1,1469.122001,1420.398333,André Breitenreiter,FALSE
Hannover 96,For,2019-01-19 00:00:00,Home,L,0,1,10,0,15.6,-0.7,Werder Bremen,0.7,2,1492.505497,1411.791591,André Breitenreiter,FALSE
Hannover 96,For,2019-01-26 00:00:00,Away,L,1,5,11,27.3,15.9,-0.1,Dortmund,1.1,2.7,1628.130208,1404.073814,André Breitenreiter,FALSE
Hannover 96,For,2019-02-01 00:00:00,Home,L,0,3,5,20,23.3,-0.2,RB Leipzig,0.2,2.1,1556.114351,1399.755987,Thomas Doll,TRUE
Hannover 96,For,2019-02-09 00:00:00,Home,W,2,0,19,42.1,19.2,0.3,Nurnberg,1.7,0.8,1419.367416,1393.975269,Thomas Doll,FALSE
Hannover 96,For,2019-02-16 00:00:00,Away,L,0,3,6,16.7,16.5,-0.3,Hoffenheim,0.3,3.3,1547.072511,1404.704816,Thomas Doll,FALSE
Hannover 96,For,2019-02-24 00:00:00,Home,L,0,3,9,33.3,20.4,-0.5,Eintracht Frankfurt,0.5,2.1,1529.791185,1398.587565,Thomas Doll,FALSE
Hannover 96,For,2019-03-03 00:00:00,Away,L,1,5,3,33.3,18.5,0.6,Stuttgart,0.4,2,1442.642772,1392.194078,Thomas Doll,FALSE
Hannover 96,For,2019-03-10 00:00:00,Home,L,2,3,12,33.3,14.1,-0.2,Bayer Leverkusen,1.2,2.5,1560.953395,1383.635989,Thomas Doll,FALSE
Hannover 96,For,2019-03-16 00:00:00,Away,L,1,3,13,23.1,17.7,-0.4,Augsburg,1.4,1.5,1436.64368,1378.338249,Thomas Doll,FALSE
Hannover 96,For,2019-03-31 00:00:00,Home,L,0,1,15,20,18.7,-1.1,Schalke 04,1.1,0.5,1474.29207,1370.000836,Thomas Doll,FALSE
Hannover 96,For,2019-04-06 00:00:00,Away,L,1,3,11,36.4,18.1,-0.6,Wolfsburg,1.6,1.2,1507.473794,1362.915557,Thomas Doll,FALSE
Hannover 96,For,2019-04-13 00:00:00,Home,L,0,1,12,41.7,19.5,-1.1,Monchengladbach,1.1,1.6,1533.954802,1356.851719,Thomas Doll,FALSE
Hannover 96,For,2019-04-21 00:00:00,Away,D,0,0,13,38.5,20.4,-0.6,Hertha BSC,0.6,1.1,1467.038269,1351.549174,Thomas Doll,FALSE
Nurnberg,For,2018-11-24 00:00:00,Away,L,2,5,12,50,16.8,-0.3,Schalke 04,2.3,2.5,1523.926708,1472.690555,Michael Köllner,FALSE
Nurnberg,For,2018-12-03 00:00:00,Home,D,1,1,11,36.4,19.2,0.2,Bayer Leverkusen,0.8,1.2,1515.784639,1464.154652,Michael Köllner,FALSE
Nurnberg,For,2018-12-08 00:00:00,Away,L,0,3,4,25,21.3,-0.2,Bayern Munich,0.2,2.4,1634.622429,1465.629839,Michael Köllner,FALSE
Nurnberg,For,2018-12-14 00:00:00,Home,L,0,2,11,0,19.4,-0.7,Wolfsburg,0.7,0.7,1468.832589,1460.143383,Michael Köllner,FALSE
Nurnberg,For,2018-12-18 00:00:00,Away,L,0,2,7,28.6,13.7,-1.1,Monchengladbach,1.1,3.3,1547.249773,1450.393426,Michael Köllner,FALSE
Nurnberg,For,2018-12-22 00:00:00,Home,L,0,1,15,20,19.7,-1.1,Freiburg,1.1,0.3,1460.635321,1443.111135,Michael Köllner,FALSE
Nurnberg,For,2019-01-20 00:00:00,Home,L,1,3,14,21.4,20.9,-0.1,Hertha BSC,1.1,1.9,1496.058307,1433.615094,Michael Köllner,FALSE
Nurnberg,For,2019-01-26 00:00:00,Away,L,1,2,8,37.5,22,0.6,Mainz 05,0.4,2.3,1481.594259,1425.39325,Michael Köllner,FALSE
Nurnberg,For,2019-02-02 00:00:00,Home,D,1,1,11,18.2,15.7,-0.2,Werder Bremen,1.2,1.2,1500.954603,1416.996882,Michael Köllner,FALSE
Nurnberg,For,2019-02-09 00:00:00,Away,L,0,2,10,10,17.6,-0.8,Hannover 96,0.8,1.7,1393.975269,1419.367416,Michael Köllner,FALSE
Nurnberg,For,2019-02-18 00:00:00,Home,D,0,0,7,28.6,18.2,-0.3,Dortmund,0.3,0.9,1627.056429,1408.63787,Boris Schommers,TRUE
Nurnberg,For,2019-02-23 00:00:00,Away,L,1,2,6,33.3,24.2,0.8,Dusseldorf,0.2,1.2,1481.5469,1414.209153,Boris Schommers,FALSE
Nurnberg,For,2019-03-02 00:00:00,Home,L,0,1,6,16.7,23.7,-1.1,RB Leipzig,1.1,1,1567.35121,1406.12338,Boris Schommers,FALSE
Nurnberg,For,2019-03-10 00:00:00,Away,L,1,2,11,45.5,24,0.2,Hoffenheim,0.8,2.9,1543.108089,1400.457181,Boris Schommers,FALSE
Nurnberg,For,2019-03-17 00:00:00,Away,L,0,1,10,30,19.5,-0.7,Eintracht Frankfurt,0.7,2.5,1555.349574,1394.346851,Boris Schommers,FALSE
Nurnberg,For,2019-03-30 00:00:00,Home,W,3,0,11,36.4,15.4,1.1,Augsburg,1.9,0.9,1444.981093,1388.675389,Boris Schommers,FALSE
Nurnberg,For,2019-04-06 00:00:00,Away,D,1,1,20,30,20.2,-1,Stuttgart,2,1.6,1441.607118,1400.281957,Boris Schommers,FALSE
Nurnberg,For,2019-04-12 00:00:00,Home,D,1,1,16,25,21.3,-1,Schalke 04,2,0.9,1473.817179,1401.465813,Boris Schommers,FALSE
Nurnberg,For,2019-04-20 00:00:00,Away,L,0,2,5,20,19.3,-0.3,Bayer Leverkusen,0.3,1.2,1543.001737,1403.518664,Boris Schommers,FALSE
Nurnberg,For,2019-04-28 00:00:00,Home,D,1,1,9,44.4,20.2,-0.9,Bayern Munich,1.9,2.2,1702.61765,1397.330678,Boris Schommers,FALSE
Nurnberg,For,2019-05-04 00:00:00,Away,L,0,2,12,25,21,-0.7,Wolfsburg,0.7,0.8,1519.380434,1404.388285,Boris Schommers,FALSE
Schalke 04,For,2018-12-19 00:00:00,Home,L,1,2,18,22.2,18.5,-0.7,Bayer Leverkusen,1.7,0.4,1512.430784,1523.065438,Domenico Tedesco,FALSE
Schalke 04,For,2018-12-22 00:00:00,Away,W,3,1,14,42.9,15.1,0.7,Stuttgart,2.3,1.2,1480.853979,1512.759443,Domenico Tedesco,FALSE
Schalke 04,For,2019-01-20 00:00:00,Home,W,2,1,19,21.1,17.3,-0.6,Wolfsburg,2.6,1.7,1497.87919,1521.843703,Domenico Tedesco,FALSE
Schalke 04,For,2019-01-25 00:00:00,Away,D,2,2,13,46.2,18.8,0.7,Hertha BSC,1.3,1.5,1504.280152,1531.15504,Domenico Tedesco,FALSE
Schalke 04,For,2019-02-02 00:00:00,Home,L,0,2,10,10,19.7,-0.7,Monchengladbach,0.7,1.8,1562.386324,1530.383058,Domenico Tedesco,FALSE
Schalke 04,For,2019-02-09 00:00:00,Away,L,1,3,7,57.1,14.4,-0.5,Bayern Munich,1.5,2.2,1656.314206,1521.30159,Domenico Tedesco,FALSE
Schalke 04,For,2019-02-16 00:00:00,Home,D,0,0,12,16.7,21.6,-0.6,Freiburg,0.6,0.8,1454.806861,1515.003095,Domenico Tedesco,FALSE
Schalke 04,For,2019-02-23 00:00:00,Away,L,0,3,10,30,18.7,-0.6,Mainz 05,0.6,2,1460.663677,1513.287639,Domenico Tedesco,FALSE
Schalke 04,For,2019-03-02 00:00:00,Home,L,0,4,7,28.6,17.2,-0.7,Dusseldorf,0.7,2.7,1489.632672,1501.784477,Domenico Tedesco,FALSE
Schalke 04,For,2019-03-08 00:00:00,Away,L,2,4,14,57.1,13.9,0.6,Werder Bremen,1.4,2.6,1505.14879,1491.434863,Domenico Tedesco,FALSE
Schalke 04,For,2019-03-16 00:00:00,Home,L,0,1,16,18.8,17.8,-1.4,RB Leipzig,1.4,2.1,1569.187687,1481.829376,Huub Stevens,TRUE
Schalke 04,For,2019-03-31 00:00:00,Away,W,1,0,6,50,18.7,0.5,Hannover 96,0.5,1.1,1370.000836,1474.29207,Huub Stevens,FALSE
Schalke 04,For,2019-04-06 00:00:00,Home,L,1,2,6,66.7,12.1,0.4,Eintracht Frankfurt,0.6,2.4,1567.890484,1481.377349,Huub Stevens,FALSE
Schalke 04,For,2019-04-12 00:00:00,Away,D,1,1,16,12.5,17.9,0.1,Nurnberg,0.9,2,1401.465813,1473.817179,Huub Stevens,FALSE
Schalke 04,For,2019-04-20 00:00:00,Home,L,2,5,14,21.4,18.2,0,Hoffenheim,2,1.9,1570.663345,1471.764328,Huub Stevens,FALSE
Schalke 04,For,2019-05-05 00:00:00,Home,D,0,0,15,20,16.6,-1.8,Augsburg,1.8,0.3,1443.356482,1479.100774,Huub Stevens,FALSE
Schalke 04,For,2019-05-11 00:00:00,Away,D,1,1,6,33.3,17.2,-0.8,Bayer Leverkusen,1.8,1.9,1566.446019,1478.075585,Huub Stevens,FALSE
Schalke 04,For,2019-05-18 00:00:00,Home,D,0,0,12,25,19.3,-0.8,Stuttgart,0.8,0.8,1439.966048,1480.565624,Huub Stevens,FALSE
Schalke 04,For,2019-08-17 00:00:00,Away,D,0,0,8,12.5,16.8,-0.8,Monchengladbach,0.8,1.5,1518.788461,1479.402364,David Wagner,FALSE
Schalke 04,For,2019-08-24 00:00:00,Home,L,0,3,11,18.2,17,-0.8,Bayern Munich,0.8,1.5,1695.694944,1480.531156,David Wagner,FALSE
Augsburg,For,2019-01-26 00:00:00,Away,L,0,2,4,25,15.4,-0.8,Monchengladbach,0.8,1.9,1555.759008,1433.806673,Manuel Baum,FALSE
Augsburg,For,2019-02-10 00:00:00,Away,L,0,4,13,23.1,18.2,-0.9,Werder Bremen,0.9,1.2,1498.584069,1438.967768,Manuel Baum,FALSE
Augsburg,For,2019-02-15 00:00:00,Home,L,2,3,8,25,22.6,0.6,Bayern Munich,0.4,1.8,1662.6127,1430.667019,Manuel Baum,FALSE
Augsburg,For,2019-02-23 00:00:00,Away,L,1,5,14,28.6,21.7,-0.8,Freiburg,1.8,1.8,1456.522317,1426.500965,Manuel Baum,FALSE
Augsburg,For,2019-03-01 00:00:00,Home,W,2,1,9,44.4,17.2,1.1,Dortmund,0.9,3.1,1629.781843,1417.362904,Manuel Baum,FALSE
Augsburg,For,2019-03-09 00:00:00,Away,D,0,0,5,60,20.4,-0.2,RB Leipzig,0.2,2.1,1573.017408,1432.813959,Manuel Baum,FALSE
Augsburg,For,2019-03-16 00:00:00,Home,W,3,1,22,45.5,18.1,1.5,Hannover 96,1.5,1.4,1378.338249,1436.64368,Manuel Baum,FALSE
Augsburg,For,2019-03-30 00:00:00,Away,L,0,3,15,20,19.6,-0.9,Nurnberg,0.9,1.9,1388.675389,1444.981093,Manuel Baum,FALSE
Augsburg,For,2019-04-07 00:00:00,Home,L,0,4,8,0,18.9,-0.7,Hoffenheim,0.7,3.3,1556.564291,1433.374525,Manuel Baum,FALSE
Augsburg,For,2019-04-14 00:00:00,Away,W,3,1,16,31.3,16.4,0.9,Eintracht Frankfurt,2.1,2,1575.450655,1426.778735,Martin Schmidt,TRUE
Augsburg,For,2019-04-26 00:00:00,Home,L,1,4,8,25,19.8,0.6,Bayer Leverkusen,0.4,2.5,1549.189723,1450.592429,Martin Schmidt,FALSE
Augsburg,For,2019-05-05 00:00:00,Away,D,0,0,7,42.9,23.2,-0.3,Schalke 04,0.3,1.8,1479.100774,1443.356482,Martin Schmidt,FALSE
Augsburg,For,2019-05-11 00:00:00,Home,L,3,4,4,50,22.4,1.6,Hertha BSC,1.4,2.6,1475.659136,1444.381671,Martin Schmidt,FALSE
Augsburg,For,2019-05-18 00:00:00,Away,L,1,8,12,25,19,0,Wolfsburg,1,3.6,1513.411853,1435.279484,Martin Schmidt,FALSE
Augsburg,For,2019-08-17 00:00:00,Away,L,1,5,5,20,11.9,0.1,Dortmund,0.9,3.2,1632.342211,1427.491157,Martin Schmidt,FALSE
Augsburg,For,2019-08-24 00:00:00,Home,D,1,1,12,33.3,17.6,-0.5,Union Berlin,1.5,1.1,1492.823616,1422.787298,Martin Schmidt,FALSE
Augsburg,For,2019-09-01 00:00:00,Away,L,2,3,12,50,19.2,0.6,Werder Bremen,1.4,2.3,1529.005779,1424.776238,Martin Schmidt,FALSE
Augsburg,For,2019-09-14 00:00:00,Home,W,2,1,8,62.5,17.2,0.7,Eintracht Frankfurt,1.3,1.1,1540.197091,1417.689334,Martin Schmidt,FALSE
Augsburg,For,2019-09-21 00:00:00,Away,D,1,1,13,15.4,19.4,0,Freiburg,1,1.3,1467.100436,1431.076178,Martin Schmidt,FALSE
Hertha BSC,For,2019-03-09 00:00:00,Away,L,1,2,16,37.5,22.3,-0.1,Freiburg,1.1,0.9,1458.13411,1510.003212,Pál Dárdai,FALSE
Hertha BSC,For,2019-03-16 00:00:00,Home,L,2,3,6,50,19,0,Dortmund,2,1.9,1619.952629,1498.521293,Pál Dárdai,FALSE
Hertha BSC,For,2019-04-06 00:00:00,Home,L,1,2,13,23.1,14.6,-1.1,Dusseldorf,2.1,2.6,1493.52796,1484.275283,Pál Dárdai,FALSE
Hertha BSC,For,2019-04-14 00:00:00,Away,L,0,2,5,40,16.9,-0.4,Hoffenheim,0.4,3.2,1563.160081,1474.541534,Pál Dárdai,FALSE
Hertha BSC,For,2019-04-21 00:00:00,Home,D,0,0,16,18.8,16.8,-1.1,Hannover 96,1.1,0.6,1351.549174,1467.038269,Pál Dárdai,FALSE
Hertha BSC,For,2019-04-27 00:00:00,Away,D,0,0,11,27.3,18.8,-1.2,Eintracht Frankfurt,1.2,1.8,1559.827456,1463.831474,Pál Dárdai,FALSE
Hertha BSC,For,2019-05-04 00:00:00,Home,W,3,1,13,46.2,14,0.4,Stuttgart,2.6,1.4,1436.324326,1466.526234,Pál Dárdai,FALSE
Hertha BSC,For,2019-05-11 00:00:00,Away,W,4,3,23,30.4,18,1.4,Augsburg,2.6,1.4,1444.381671,1475.659136,Pál Dárdai,FALSE
Hertha BSC,For,2019-05-18 00:00:00,Home,L,1,5,9,44.4,19.9,-0.3,Bayer Leverkusen,1.3,2.4,1563.955981,1484.761322,Pál Dárdai,FALSE
Hertha BSC,For,2019-08-16 00:00:00,Away,D,2,2,6,50,18.9,0.9,Bayern Munich,1.1,2.5,1701.383448,1477.002054,Ante Covic,FALSE
Hertha BSC,For,2019-08-25 00:00:00,Home,L,0,3,9,22.2,12.7,-0.9,Wolfsburg,0.9,1.3,1527.79925,1482.690558,Ante Covic,FALSE
Hertha BSC,For,2019-08-31 00:00:00,Away,L,0,3,10,30,17.4,-0.8,Schalke 04,0.8,1.3,1476.037499,1473.981644,Ante Covic,FALSE
Hertha BSC,For,2019-09-14 00:00:00,Away,L,1,2,16,50,16,-1.2,Mainz 05,2.2,1.2,1453.390826,1464.040816,Ante Covic,FALSE
Hertha BSC,For,2019-09-21 00:00:00,Home,W,2,1,6,66.7,11.8,0.8,Paderborn 07,1.2,1.9,1472.679219,1453.73438,Ante Covic,FALSE
Hertha BSC,For,2019-09-29 00:00:00,Away,W,4,0,10,60,15.4,2.2,Koln,1.8,0.8,1390.267827,1464.279117,Ante Covic,FALSE
